ArtifactID,Category
braintree-android:data-collector,Software Engineering Economics
braintree-android:paypal-one-touch,Software Engineering Economics
bsh:bsh.osgi,Computing Foundations
bultitude:bultitude,Software Engineering Operations
byte-streams:byte-streams,Software Construction
byte-transforms:byte-transforms,Software Construction
bytebuffer:bytebuffer,Computing Foundations
c10n:c10n-tools,Others
ca.eandb.util:eandb-util,Computing Foundations
ca.islandora.component:islandora-camel-component,Software Design
ca.mcgill.sable:soot,Others
ca.nanometrics:gflot,Software Engineering Management
ca.stellardrift:colonel,Software Construction
ca.uhn.hapi.fhir.karaf:hapi-fhir,Computing Foundations
ca.uhn.hapi.fhir:hapi-fhir-jpaserver-test,Computing Foundations
ca.weblite:mirah,Others
ca.weblite:mirahc,Others
caja:caja,Computing Foundations
caja:htmlparser,Computing Foundations
caja:json_simple,Software Engineering Operations
cargo:cargo-core,Software Architecture
cargo:cargo-manager,Software Engineering Operations
cargo:cargo-netbeans,Others
cascading.avro:avro-scheme,Software Domain
cascading.kryo:cascading.kryo,Computing Foundations
cascading:cascading-core,Computing Foundations
cascading:cascading-expression,Computing Foundations
cascading:cascading-hadoop,Computing Foundations
cascading:cascading-hadoop2-io,Computing Foundations
cascading:cascading-hadoop2-mr1,Others
cascading:cascading-hadoop2-tez,Others
cascading:cascading-jdbc-core,Software Domain
cascading:cascading-jdbc-mysql,Software Domain
cascading:cascading-local,Computing Foundations
cascading:cascading-platform,Computing Foundations
cascading:cascading-xml,Software Construction
cb2xml:cb2xml,Computing Foundations
cc.kave.repackaged:cc.kave.repackaged.jayes,Software Construction
cc.protea.fastly:fastly,Others
cc.protea.helloShim:helloShim,Others
cc.protea.sendgrid:sendgrid,Others
cc.roden:marathon-client,Others
cc.spray.can:spray-can,Software Configuration Management
cc.spray.can:spray-can_2.9.1,Software Configuration Management
cc.spray:spray-can,Computing Foundations
cc.spray:spray-json_2.9.1,Others
cc.spray:spray-json_2.9.2,Computing Foundations
cc.spray:twirl-api_2.9.2,Computing Foundations
cc.vileda:kotlin-openapi3-dsl,Computing Foundations
cd.connect.jersey:connect-jersey-common,Others
cd.connect.servlet:connect-servlet-spring,Software Engineering Operations
cglib:cglib-nodep.osgi,Computing Foundations
ch.abertschi.unserialize:stacktrace-unserialize,Computing Foundations
ch.artecat.grengine:grengine,Others
ch.cern.dirq:dirq,Software Quality
ch.epfl.lamp:dotty-compiler_2.12,Others
ch.epfl.lamp:dotty-doc_2.12,Others
ch.epfl.scala:debug-adapter-test-client_2.12,Others
ch.epfl.scala:integrationutils211_2.11,Others
ch.epfl.scala:integrationutils212_2.12,Others
ch.epfl.scala:integrationutils213_2.13,Others
ch.epfl.scala:sbt-scalajs-bundler_2.12_1.0,Others
ch.epfl.scala:scala-debug-adapter-test_2.12,Others
ch.epfl.scala:scala-debug-adapter-test_2.13,Others
ch.epfl.scala:scala-debug-adapter-test_3,Others
ch.epfl.scala:scalafix-test-utils_2.11,Others
ch.epfl.scala:scalafix-test-utils_2.12,Others
ch.epfl.scala:testsources_3,Others
ch.epfl.scala:testsources_sjs1_3,Others
ch.epfl.scala:util-cache_3,Others
ch.epfl.scala:zinc-apiinfo_2.11,Others
ch.epfl.scala:zinc-testing_2.11,Others
ch.epfl.scala:zinc-testing_2.12,Others
ch.ethz.iks.concierge:concierge,Software Construction
ch.grengine:grengine,Others
ch.ifocusit.asciidoctor:asciidoctor-gherkin-extension,Software Configuration Management
ch.inftec.ju:ju-db-testing,Software Construction
ch.jodersky:sbt-jni-macros_2.11,Others
ch.jodersky:sbt-jni-macros_2.12,Others
ch.jodersky:sbt-jni-macros_2.12.0-M4,Others
ch.jodersky:sbt-jni-macros_2.12.0-M5,Others
ch.jodersky:sbt-jni-macros_2.12.0-RC1,Others
ch.jodersky:sbt-jni-macros_2.13,Others
ch.lightshed:courier_2.11,Software Configuration Management
ch.lightshed:courier_2.12,Software Configuration Management
ch.netzwerg:paleo-core,Computing Foundations
ch.ntb:usb,Computing Foundations
ch.poole:OpeningHoursParser,Software Quality
ch.powerunit:powerunit,Software Quality
ch.qos.cal10n.plugins:maven-cal10n-plugin,Software Construction
ch.qos.logback.access:common,Software Construction
ch.qos.logback.access:tomcat,Others
ch.qos.logback.db:logback-classic-db,Computing Foundations
ch.qos.logback.db:logback-core-db,Computing Foundations
ch.qos.logback:de.huxhorn.lilith.logback.classic,Software Construction
ch.qos.logback:logback-classic.jar,Software Construction
ch.qos.reload4j:reload4j,Computing Foundations
ch.randelshofer.quaqua:quaqua-filechhoser-only,Software Domain
ch.randelshofer.quaqua:quaqua-filechooser-only,Software Domain
ch.randelshofer:org.monte.media.screenrecorder,Software Quality
ch.randelshofer:quaqua-laf-nofile,Software Domain
ch.sbs.pipeline:sbs-braille-tables,Computing Foundations
ch.sbs.pipeline:sbs-hyphenation-tables,Computing Foundations
ch.sourcepond.testing:bundle-test-support,Others
ch.tutteli.atrium:atrium-cc-en_GB-robstoll,Software Domain
charva:charva,Others
chatkit-parent:pusher-platform-android,Computing Foundations
chatterbean:chatterbean,Others
chemaxon:MarvinBeans,Others
cheshire:cheshire,Others
chimney-protos:chimney-protos_2.11,Software Construction
chimney-protos:chimney-protos_2.12,Software Construction
chimney-protos:chimney-protos_2.13,Software Construction
chimney-protos:chimney-protos_2.13.0-M5,Software Construction
chimney-protos:chimney-protos_native0.3_2.11,Software Construction
chimney-protos:chimney-protos_native0.4_2.12,Software Construction
chimney-protos:chimney-protos_native0.4_2.13,Software Construction
chimney-protos:chimney-protos_sjs0.6_2.11,Software Construction
chimney-protos:chimney-protos_sjs0.6_2.12,Software Construction
chimney-protos:chimney-protos_sjs0.6_2.13,Software Construction
chimney-protos:chimney-protos_sjs0.6_2.13.0-M5,Software Construction
chimney-protos:chimney-protos_sjs1_2.12,Software Construction
chimney-protos:chimney-protos_sjs1_2.13,Software Construction
choco:choco-solver,Others
cider:cider-nrepl,Software Construction
circleci:clj-yaml,Computing Foundations
cisd:jhdf5,Computing Foundations
classlojure:classlojure,Software Engineering Operations
clc-java-sdk:clc-java-sdk,Software Engineering Operations
client.javax.enterprise:gwtclient-javax-enterprise,Software Configuration Management
clj-http-fake:clj-http-fake,Others
clj-http-lite:clj-http-lite,Computing Foundations
clj-http:clj-http,Others
clj-ssh:clj-ssh,Software Engineering Operations
clj-stacktrace:clj-stacktrace,Software Construction
clj-time:clj-time,Others
clojure-complete:clojure-complete,Others
clojure-jsr223:clojure-jsr223,Software Construction
clojure-watch:clojure-watch,Software Engineering Operations
clojuresque:clojuresque,Software Construction
clojurewerkz:elastisch,Others
clojurewerkz:quartzite,Others
cloud.piranha.arquillian:piranha-arquillian-server,Software Configuration Management
clout:clout,Computing Foundations
clover:clover-30day-eval,Software Construction
clover:clover-license,Software Construction
club.minnced:opus-java,Others
cn.ai.ebs:npf-mock,Others
cn.com.flaginfo.echat:echat-redis,Others
cn.dev33:sa-token-core,Others
cn.dreamtobe.threaddebugger:threadpool,Software Utilities
cn.easyproject:ojdbc7,Software Configuration Management
cn.edu.hfut.dmic.webcollector:WebCollector,Others
cn.featherfly.common:common-api,Others
cn.featherfly.common:common-core,Others
cn.featherfly.common:common-model-api,Others
cn.featherfly.common:common-storage,Others
cn.gatherlife:rpc-util,Computing Foundations
cn.guoyukun.jdbc:oracle-ojdbc6,Software Construction
cn.huanju.udb.lgn:ca-client,Others
cn.huanju.udb.lgn:ca-common,Others
cn.huanju.udb.lgn:oauth,Others
cn.huanju.udb.lgn:oauth-consumer,Others
cn.huanju.udb.lgn:oauth-httpclient3,Others
cn.huanju.udb.lgn:udb-client,Others
cn.hutool:hutool-all,Others
cn.hutool:hutool-core,Others
cn.hutool:hutool-crypto,Software Engineering Economics
cn.hutool:hutool-http,Software Engineering Economics
cn.hutool:hutool-json,Software Engineering Economics
cn.hutool:hutool-log,Others
cn.hutool:hutool-poi,Others
cn.hutool:hutool-setting,Computing Foundations
cn.jiangzeyin.security:simple-des,Others
cn.leancloud:huawei-hmsagent,Software Engineering Operations
cn.q-game:easyfunction_2.11,Software Domain
cn.zhucongqi:e7du-jfinal,Computing Foundations
cn.zhucongqi:swift-poi-excel,Computing Foundations
co.cobli:kamon-datadog_2.11,Software Construction
co.cobli:kamon-datadog_2.12,Software Construction
co.elastic.apm:apm-agent-api,Software Security
co.elastic.apm:apm-agent-attach,Software Security
co.elastic.clients:elasticsearch-java,Software Engineering Management
co.elastic.logging:ecs-logging-core,Others
co.elastic.logging:log4j2-ecs-layout,Software Construction
co.elastic.logging:logback-ecs-encoder,Software Construction
co.fastcat.fastcatsearch:fastcatsearch-core,Others
co.fastcat.fastcatsearch:fastcatsearch-server,Others
co.freeside:betamax,Software Construction
co.helmethair:scalatest-junit-runner,Computing Foundations
co.ikust.daggerbuilder:config,Others
co.kuali:core-filter,Software Construction
co.paralleluniverse:quasar-core-osgi,Computing Foundations
co.paralleluniverse:quasar-osgi-annotations,Computing Foundations
co.paralleluniverse:timewarp,Others
co.stateful:java-sdk,Computing Foundations
co.touchlab:kermit,Computing Foundations
co.touchlab:kermit-android,Others
co.touchlab:kermit-crashlytics,Computing Foundations
co.touchlab:kermit-iosarm64,Others
co.touchlab:kermit-iossimulatorarm64,Others
co.touchlab:kermit-iosx64,Others
co.touchlab:kermit-js,Others
co.touchlab:kermit-jvm,Others
co.touchlab:sqliter,Computing Foundations
co.touchlab:sqliter-driver,Computing Foundations
co.touchlab:sqliter-driver-iosarm32,Computing Foundations
co.touchlab:sqliter-driver-iosarm64,Computing Foundations
co.touchlab:sqliter-driver-iossimulatorarm64,Computing Foundations
co.touchlab:sqliter-driver-iosx64,Computing Foundations
co.touchlab:sqliter-driver-linuxx64,Computing Foundations
co.touchlab:sqliter-driver-macosarm64,Computing Foundations
co.touchlab:sqliter-driver-macosx64,Computing Foundations
co.touchlab:sqliter-driver-mingwx64,Computing Foundations
co.touchlab:sqliter-driver-mingwx86,Computing Foundations
co.touchlab:sqliter-driver-tvosarm64,Computing Foundations
co.touchlab:sqliter-driver-tvossimulatorarm64,Computing Foundations
co.touchlab:sqliter-driver-tvosx64,Computing Foundations
co.touchlab:sqliter-driver-watchosarm32,Computing Foundations
co.touchlab:sqliter-driver-watchosarm64,Computing Foundations
co.touchlab:sqliter-driver-watchossimulatorarm64,Computing Foundations
co.touchlab:sqliter-driver-watchosx64,Computing Foundations
co.touchlab:sqliter-driver-watchosx86,Computing Foundations
co.touchlab:sqliter-iosarm32,Computing Foundations
co.touchlab:sqliter-iosarm64,Computing Foundations
co.touchlab:sqliter-iosx64,Computing Foundations
co.touchlab:sqliter-macos,Computing Foundations
co.touchlab:sqliter-mingw,Computing Foundations
co.touchlab:sqliter-tvosarm64,Computing Foundations
co.touchlab:sqliter-tvosx64,Computing Foundations
co.touchlab:sqliter-watchosarm32,Computing Foundations
co.touchlab:sqliter-watchosarm64,Computing Foundations
co.touchlab:sqliter-watchosx86,Computing Foundations
co.touchlab:stately,Computing Foundations
co.touchlab:stately-collections,Computing Foundations
co.touchlab:stately-collections-iosarm32,Computing Foundations
co.touchlab:stately-collections-iosarm64,Computing Foundations
co.touchlab:stately-collections-iossimulatorarm64,Computing Foundations
co.touchlab:stately-collections-iosx64,Computing Foundations
co.touchlab:stately-collections-linuxx64,Computing Foundations
co.touchlab:stately-collections-macosarm64,Computing Foundations
co.touchlab:stately-collections-macosx64,Computing Foundations
co.touchlab:stately-collections-mingwx64,Computing Foundations
co.touchlab:stately-collections-mingwx86,Computing Foundations
co.touchlab:stately-collections-tvosarm64,Computing Foundations
co.touchlab:stately-collections-tvossimulatorarm64,Computing Foundations
co.touchlab:stately-collections-tvosx64,Computing Foundations
co.touchlab:stately-collections-watchosarm32,Computing Foundations
co.touchlab:stately-collections-watchosarm64,Computing Foundations
co.touchlab:stately-collections-watchossimulatorarm64,Computing Foundations
co.touchlab:stately-collections-watchosx64,Computing Foundations
co.touchlab:stately-collections-watchosx86,Computing Foundations
co.touchlab:stately-common,Computing Foundations
co.touchlab:stately-common-iosarm32,Computing Foundations
co.touchlab:stately-common-iosarm64,Computing Foundations
co.touchlab:stately-common-iossimulatorarm64,Computing Foundations
co.touchlab:stately-common-iosx64,Computing Foundations
co.touchlab:stately-common-linuxx64,Computing Foundations
co.touchlab:stately-common-macosarm64,Computing Foundations
co.touchlab:stately-common-macosx64,Computing Foundations
co.touchlab:stately-common-mingwx64,Computing Foundations
co.touchlab:stately-common-mingwx86,Computing Foundations
co.touchlab:stately-common-tvosarm64,Computing Foundations
co.touchlab:stately-common-tvossimulatorarm64,Computing Foundations
co.touchlab:stately-common-tvosx64,Computing Foundations
co.touchlab:stately-common-watchosarm32,Computing Foundations
co.touchlab:stately-common-watchosarm64,Computing Foundations
co.touchlab:stately-common-watchossimulatorarm64,Computing Foundations
co.touchlab:stately-common-watchosx64,Computing Foundations
